.level,.threshold,specificity,sensitivity
Dropout,0.038375917822122574,0.27454242928452577,0.9929824561403509
Dropout,0.03841119259595871,0.2762063227953411,0.9929824561403509
Dropout,0.03871157765388489,0.2778702163061564,0.9929824561403509
Dropout,0.03897889330983162,0.2795341098169717,0.9929824561403509
Dropout,0.03932603821158409,0.281198003327787,0.9929824561403509
Dropout,0.03983178734779358,0.2828618968386023,0.9929824561403509
Dropout,0.03987747058272362,0.2845257903494176,0.9929824561403509
Dropout,0.04043659567832947,0.2861896838602329,0.9929824561403509
Dropout,0.04049086943268776,0.2878535773710482,0.9929824561403509
Dropout,0.04050012305378914,0.2895174708818635,0.9929824561403509
Dropout,0.04052049294114113,0.29118136439267883,0.9929824561403509
Dropout,0.04140821471810341,0.29284525790349414,0.9929824561403509
Dropout,0.041591446846723557,0.29450915141430944,0.9929824561403509
Dropout,0.0418790727853775,0.29617304492512475,0.9929824561403509
Dropout,0.04191882908344269,0.29783693843594006,0.9929824561403509
Dropout,0.04198313504457474,0.29950083194675536,0.9929824561403509
Dropout,0.04201731085777283,0.30116472545757067,0.9929824561403509
Dropout,0.04215642809867859,0.302828618968386,0.9929824561403509
Dropout,0.04223806411027908,0.3044925124792013,0.9929824561403509
Dropout,0.04262849688529968,0.3061564059900166,0.9929824561403509
Dropout,0.0431915745139122,0.3078202995008319,0.9929824561403509
Dropout,0.04336882010102272,0.3094841930116472,0.9929824561403509
Dropout,0.04378135874867439,0.3111480865224625,0.9929824561403509
Dropout,0.04381140321493149,0.3128119800332779,0.9929824561403509
Dropout,0.04408056288957596,0.31447587354409323,0.9929824561403509
Dropout,0.04410513862967491,0.31613976705490854,0.9929824561403509
Dropout,0.044419221580028534,0.31780366056572384,0.9929824561403509
Dropout,0.04442929849028587,0.31946755407653915,0.9929824561403509
Dropout,0.044484153389930725,0.32113144758735446,0.9929824561403509
Dropout,0.044543515890836716,0.32279534109816976,0.9929824561403509
Dropout,0.04468942806124687,0.32445923460898507,0.9929824561403509
Dropout,0.04514855146408081,0.3261231281198004,0.9929824561403509
Dropout,0.04523596167564392,0.3277870216306157,0.9929824561403509
Dropout,0.04527421295642853,0.329450915141431,0.9929824561403509
Dropout,0.04527915269136429,0.3311148086522463,0.9929824561403509
Dropout,0.04536619037389755,0.3327787021630616,0.9929824561403509
Dropout,0.04542633518576622,0.3344425956738769,0.9929824561403509
Dropout,0.04548054561018944,0.3361064891846922,0.9929824561403509
Dropout,0.04554368555545807,0.3377703826955075,0.9929824561403509
Dropout,0.04607437178492546,0.3394342762063228,0.9929824561403509
Dropout,0.04617410525679588,0.34109816971713813,0.9929824561403509
Dropout,0.04639324173331261,0.34276206322795344,0.9929824561403509
Dropout,0.04642283171415329,0.34442595673876875,0.9929824561403509
Dropout,0.04678599536418915,0.34608985024958405,0.9929824561403509
Dropout,0.04680369049310684,0.34775374376039936,0.9929824561403509
Dropout,0.04686693102121353,0.34941763727121466,0.9929824561403509
Dropout,0.046885162591934204,0.35108153078202997,0.9929824561403509
Dropout,0.04746592044830322,0.3527454242928453,0.9929824561403509
Dropout,0.04754337668418884,0.3544093178036606,0.9929824561403509
Dropout,0.04804025590419769,0.3544093178036606,0.9894736842105263
Dropout,0.04826659336686134,0.3560732113144759,0.9894736842105263
Dropout,0.04827336221933365,0.3560732113144759,0.9859649122807017
Dropout,0.04853367805480957,0.3577371048252912,0.9859649122807017
Dropout,0.048559147864580154,0.3594009983361065,0.9859649122807017
Dropout,0.04877414554357529,0.3610648918469218,0.9859649122807017
Dropout,0.04889184981584549,0.3610648918469218,0.9824561403508771
Dropout,0.049027230590581894,0.3627287853577371,0.9824561403508771
Dropout,0.049149829894304276,0.3643926788685524,0.9824561403508771
Dropout,0.04916921630501747,0.36605657237936773,0.9824561403508771
Dropout,0.0494232140481472,0.36772046589018303,0.9824561403508771
Dropout,0.04953356087207794,0.36938435940099834,0.9824561403508771
Dropout,0.04967712610960007,0.37104825291181365,0.9824561403508771
Dropout,0.049909137189388275,0.37271214642262895,0.9824561403508771
Dropout,0.050109632313251495,0.37437603993344426,0.9824561403508771
Dropout,0.05029885843396187,0.37603993344425957,0.9824561403508771
Dropout,0.050697796046733856,0.3777038269550749,0.9824561403508771
Dropout,0.05114394426345825,0.3793677204658902,0.9824561403508771
Dropout,0.05140708014369011,0.3810316139767055,0.9824561403508771
Dropout,0.05150080472230911,0.3826955074875208,0.9824561403508771
Dropout,0.051523879170417786,0.3843594009983361,0.9824561403508771
Dropout,0.051528796553611755,0.3860232945091514,0.9824561403508771
Dropout,0.05154166743159294,0.3876871880199667,0.9824561403508771
Dropout,0.051625896245241165,0.389351081530782,0.9824561403508771
Dropout,0.05211734026670456,0.3910149750415973,0.9824561403508771
Dropout,0.05211908370256424,0.39267886855241263,0.9824561403508771
Dropout,0.05212000384926796,0.39434276206322794,0.9824561403508771
Dropout,0.052201952785253525,0.39600665557404324,0.9824561403508771
Dropout,0.05235736444592476,0.39767054908485855,0.9824561403508771
Dropout,0.052382923662662506,0.39933444259567386,0.9824561403508771
Dropout,0.05238550156354904,0.40099833610648916,0.9824561403508771
Dropout,0.05291483923792839,0.40266222961730447,0.9824561403508771
Dropout,0.053742416203022,0.4043261231281198,0.9824561403508771
Dropout,0.05395558848977089,0.4059900166389351,0.9824561403508771
Dropout,0.05404180288314819,0.4076539101497504,0.9824561403508771
Dropout,0.05408833548426628,0.4093178036605657,0.9824561403508771
Dropout,0.05420738086104393,0.410981697171381,0.9824561403508771
Dropout,0.05425672605633736,0.4126455906821963,0.9824561403508771
Dropout,0.05441829562187195,0.4143094841930116,0.9824561403508771
Dropout,0.05462222918868065,0.4159733777038269,0.9824561403508771
Dropout,0.05485391989350319,0.4176372712146422,0.9824561403508771
Dropout,0.05491705238819122,0.41930116472545753,0.9824561403508771
Dropout,0.05500635877251625,0.42096505823627284,0.9824561403508771
Dropout,0.05509437248110771,0.42262895174708814,0.9824561403508771
Dropout,0.05513504147529602,0.42429284525790345,0.9824561403508771
Dropout,0.055148862302303314,0.42595673876871876,0.9824561403508771
Dropout,0.055649399757385254,0.42762063227953406,0.9824561403508771
Dropout,0.05605778470635414,0.42928452579034937,0.9824561403508771
Dropout,0.05613438040018082,0.4309484193011647,0.9824561403508771
Dropout,0.05634865537285805,0.43261231281198,0.9824561403508771
Dropout,0.056756649166345596,0.4342762063227953,0.9824561403508771
Dropout,0.056841760873794556,0.4359400998336106,0.9824561403508771
Dropout,0.05769326165318489,0.437603993344426,0.9824561403508771
Dropout,0.05787801370024681,0.4392678868552413,0.9824561403508771
Dropout,0.058198560029268265,0.4409317803660566,0.9824561403508771
Dropout,0.058344513177871704,0.44259567387687193,0.9824561403508771
Dropout,0.059377893805503845,0.44425956738768724,0.9824561403508771
Dropout,0.05961555615067482,0.44592346089850254,0.9824561403508771
Dropout,0.0597565621137619,0.44758735440931785,0.9824561403508771
Dropout,0.060091570019721985,0.44925124792013316,0.9824561403508771
Dropout,0.060186270624399185,0.45091514143094846,0.9824561403508771
Dropout,0.06047815456986427,0.45257903494176377,0.9824561403508771
Dropout,0.06098556146025658,0.4542429284525791,0.9824561403508771
Dropout,0.060992952436208725,0.4559068219633944,0.9824561403508771
Dropout,0.061966292560100555,0.4559068219633944,0.9789473684210527
Dropout,0.0624271035194397,0.4575707154742097,0.9789473684210527
Dropout,0.06254121661186218,0.459234608985025,0.9789473684210527
Dropout,0.06298864632844925,0.4608985024958403,0.9789473684210527
Dropout,0.0637325868010521,0.4625623960066556,0.9789473684210527
Dropout,0.0641358271241188,0.4642262895174709,0.9789473684210527
Dropout,0.06446336209774017,0.4658901830282862,0.9789473684210527
Dropout,0.06467733532190323,0.4675540765391015,0.9789473684210527
Dropout,0.06522651016712189,0.46921797004991683,0.9789473684210527
Dropout,0.06564395129680634,0.47088186356073214,0.9789473684210527
Dropout,0.0657866969704628,0.47254575707154745,0.9789473684210527
Dropout,0.06579022854566574,0.47420965058236275,0.9789473684210527
Dropout,0.06636891514062881,0.47587354409317806,0.9789473684210527
Dropout,0.06648612022399902,0.47753743760399336,0.9789473684210527
Dropout,0.06680716574192047,0.47920133111480867,0.9789473684210527
Dropout,0.06692575663328171,0.480865224625624,0.9789473684210527
Dropout,0.06698092818260193,0.4825291181364393,0.9789473684210527
Dropout,0.06703909486532211,0.4841930116472546,0.9789473684210527
Dropout,0.06713534146547318,0.4858569051580699,0.9789473684210527
Dropout,0.0671364888548851,0.4875207986688852,0.9789473684210527
Dropout,0.06774193793535233,0.4891846921797005,0.9789473684210527
Dropout,0.06854284554719925,0.4908485856905158,0.9789473684210527
Dropout,0.06873167306184769,0.4925124792013311,0.9789473684210527
Dropout,0.06884542852640152,0.4925124792013311,0.9754385964912281
Dropout,0.06916052103042603,0.49417637271214643,0.9754385964912281
Dropout,0.06954927742481232,0.49584026622296173,0.9754385964912281
Dropout,0.06958810985088348,0.49584026622296173,0.9719298245614035
Dropout,0.07005923986434937,0.49750415973377704,0.9719298245614035
Dropout,0.07017263025045395,0.49916805324459235,0.9719298245614035
Dropout,0.07061886042356491,0.5008319467554077,0.9719298245614035
Dropout,0.07069630175828934,0.502495840266223,0.9719298245614035
Dropout,0.07091565430164337,0.5041597337770383,0.9719298245614035
Dropout,0.07129794359207153,0.5058236272878536,0.9719298245614035
Dropout,0.07149779796600342,0.5074875207986689,0.9719298245614035
Dropout,0.07173048704862595,0.5091514143094842,0.9719298245614035
Dropout,0.07203081995248795,0.5108153078202995,0.9719298245614035
Dropout,0.07277721166610718,0.5124792013311148,0.9719298245614035
Dropout,0.0729408711194992,0.5141430948419301,0.9719298245614035
Dropout,0.07296992838382721,0.5158069883527454,0.9719298245614035
Dropout,0.07336727529764175,0.5174708818635607,0.9719298245614035
Dropout,0.07336842268705368,0.519134775374376,0.9719298245614035
Dropout,0.07347676903009415,0.5207986688851913,0.9719298245614035
Dropout,0.07367637008428574,0.5207986688851913,0.968421052631579
Dropout,0.07368863373994827,0.5224625623960066,0.968421052631579
Dropout,0.07418857514858246,0.5241264559068219,0.968421052631579
Dropout,0.0752560943365097,0.5257903494176372,0.968421052631579
Dropout,0.07551852613687515,0.5274542429284526,0.968421052631579
Dropout,0.07576006650924683,0.5291181364392679,0.968421052631579
Dropout,0.07578984647989273,0.5307820299500832,0.968421052631579
Dropout,0.0778895765542984,0.5324459234608985,0.968421052631579
Dropout,0.07817158848047256,0.5341098169717138,0.968421052631579
Dropout,0.07863853871822357,0.5357737104825291,0.968421052631579
Dropout,0.07867874205112457,0.5374376039933444,0.968421052631579
Dropout,0.07891794294118881,0.5391014975041597,0.968421052631579
Dropout,0.07926829904317856,0.540765391014975,0.968421052631579
Dropout,0.0793122872710228,0.5424292845257903,0.968421052631579
Dropout,0.0802743062376976,0.5440931780366056,0.968421052631579
Dropout,0.08073781430721283,0.5457570715474209,0.968421052631579
Dropout,0.0815456286072731,0.5474209650582362,0.968421052631579
Dropout,0.08167413622140884,0.5490848585690515,0.968421052631579
Dropout,0.08174358308315277,0.5507487520798668,0.968421052631579
Dropout,0.08187654614448547,0.5524126455906821,0.968421052631579
Dropout,0.08193997293710709,0.5540765391014975,0.968421052631579
Dropout,0.08236806839704514,0.5557404326123128,0.968421052631579
Dropout,0.08292785286903381,0.5574043261231281,0.968421052631579
Dropout,0.08340016007423401,0.5590682196339434,0.968421052631579
Dropout,0.08347377926111221,0.5607321131447587,0.968421052631579
Dropout,0.0834791511297226,0.562396006655574,0.968421052631579
Dropout,0.08379434794187546,0.5640599001663893,0.968421052631579
Dropout,0.08417002856731415,0.5657237936772046,0.968421052631579
Dropout,0.08466499298810959,0.5673876871880199,0.968421052631579
Dropout,0.08473728597164154,0.5690515806988352,0.968421052631579
Dropout,0.08483986556529999,0.5707154742096505,0.968421052631579
Dropout,0.08545693010091782,0.5723793677204658,0.968421052631579
Dropout,0.08594308793544769,0.5740432612312811,0.968421052631579
Dropout,0.08625271171331406,0.5757071547420964,0.968421052631579
Dropout,0.0863407701253891,0.5773710482529117,0.968421052631579
Dropout,0.0863526239991188,0.579034941763727,0.968421052631579
Dropout,0.08744386583566666,0.5806988352745424,0.968421052631579
Dropout,0.0875980332493782,0.5823627287853577,0.968421052631579
Dropout,0.0878727063536644,0.584026622296173,0.968421052631579
Dropout,0.08844547718763351,0.5856905158069883,0.968421052631579
Dropout,0.08853012323379517,0.5873544093178036,0.968421052631579
Dropout,0.0895850732922554,0.5890183028286189,0.968421052631579
Dropout,0.08958839625120163,0.5906821963394342,0.968421052631579
Dropout,0.09026898443698883,0.5923460898502495,0.968421052631579
Dropout,0.09037130326032639,0.5940099833610649,0.968421052631579
Dropout,0.09228136390447617,0.5940099833610649,0.9649122807017544
Dropout,0.09255942702293396,0.5956738768718802,0.9649122807017544
Dropout,0.09536571800708771,0.5973377703826955,0.9649122807017544
Dropout,0.09685220569372177,0.5990016638935108,0.9649122807017544
Dropout,0.09713169187307358,0.6006655574043261,0.9649122807017544
Dropout,0.09777725487947464,0.6023294509151415,0.9649122807017544
Dropout,0.09834875911474228,0.6039933444259568,0.9649122807017544
Dropout,0.09878002107143402,0.6056572379367721,0.9649122807017544
Dropout,0.09915094077587128,0.6073211314475874,0.9649122807017544
Dropout,0.09916210174560547,0.6089850249584027,0.9649122807017544
Dropout,0.10001353919506073,0.610648918469218,0.9649122807017544
Dropout,0.10023346543312073,0.610648918469218,0.9614035087719298
Dropout,0.10028240829706192,0.6123128119800333,0.9614035087719298
Dropout,0.10090530663728714,0.6139767054908486,0.9614035087719298
Dropout,0.10115020722150803,0.6156405990016639,0.9614035087719298
Dropout,0.10145026445388794,0.6173044925124792,0.9614035087719298
Dropout,0.1029549315571785,0.6189683860232945,0.9614035087719298
Dropout,0.10303658246994019,0.6206322795341098,0.9614035087719298
Dropout,0.10350000858306885,0.6222961730449251,0.9614035087719298
Dropout,0.10353637486696243,0.6239600665557404,0.9614035087719298
Dropout,0.1040092259645462,0.6256239600665557,0.9614035087719298
Dropout,0.10412681102752686,0.627287853577371,0.9614035087719298
Dropout,0.10438429564237595,0.6289517470881864,0.9614035087719298
Dropout,0.10499277710914612,0.6306156405990017,0.9614035087719298
Dropout,0.10500078648328781,0.632279534109817,0.9614035087719298
Dropout,0.10542593151330948,0.6339434276206323,0.9614035087719298
Dropout,0.1059713289141655,0.6356073211314476,0.9614035087719298
Dropout,0.10667642205953598,0.6372712146422629,0.9614035087719298
Dropout,0.10673344880342484,0.6372712146422629,0.9578947368421052
Dropout,0.10680373758077621,0.6389351081530782,0.9578947368421052
Dropout,0.10698847472667694,0.6405990016638935,0.9578947368421052
Dropout,0.1073240116238594,0.6422628951747088,0.9578947368421052
Dropout,0.10892646759748459,0.6439267886855241,0.9578947368421052
Dropout,0.1092829704284668,0.6455906821963394,0.9578947368421052
Dropout,0.1096477285027504,0.6472545757071547,0.9578947368421052
Dropout,0.11055775731801987,0.64891846921797,0.9578947368421052
Dropout,0.1109587699174881,0.6505823627287853,0.9578947368421052
Dropout,0.11112619191408157,0.6522462562396006,0.9578947368421052
Dropout,0.11186754703521729,0.653910149750416,0.9578947368421052
Dropout,0.11205719411373138,0.6555740432612313,0.9578947368421052
Dropout,0.11284317821264267,0.6572379367720467,0.9578947368421052
Dropout,0.1145397201180458,0.658901830282862,0.9578947368421052
Dropout,0.11564448475837708,0.6605657237936773,0.9578947368421052
Dropout,0.115742526948452,0.6622296173044926,0.9578947368421052
Dropout,0.11577922105789185,0.6638935108153079,0.9578947368421052
Dropout,0.11636516451835632,0.6638935108153079,0.9543859649122807
Dropout,0.11732205748558044,0.6655574043261232,0.9543859649122807
Dropout,0.11799478530883789,0.6672212978369385,0.9543859649122807
Dropout,0.11812920868396759,0.6688851913477538,0.9543859649122807
Dropout,0.11914539337158203,0.6705490848585691,0.9543859649122807
Dropout,0.11932742595672607,0.6722129783693844,0.9543859649122807
Dropout,0.12010765075683594,0.6738768718801997,0.9543859649122807
Dropout,0.12153883278369904,0.675540765391015,0.9543859649122807
Dropout,0.122751884162426,0.6772046589018303,0.9543859649122807
Dropout,0.12300390005111694,0.6788685524126457,0.9543859649122807
Dropout,0.12315835803747177,0.680532445923461,0.9543859649122807
Dropout,0.1255018264055252,0.6821963394342763,0.9543859649122807
Dropout,0.125544473528862,0.6838602329450916,0.9543859649122807
Dropout,0.12561292946338654,0.6838602329450916,0.9508771929824561
Dropout,0.1260136067867279,0.6855241264559069,0.9508771929824561
Dropout,0.12709073722362518,0.6871880199667222,0.9508771929824561
Dropout,0.12750329077243805,0.6888519134775375,0.9508771929824561
Dropout,0.12807521224021912,0.6905158069883528,0.9508771929824561
Dropout,0.12880337238311768,0.6921797004991681,0.9508771929824561
Dropout,0.12912753224372864,0.6938435940099834,0.9508771929824561
Dropout,0.1307705044746399,0.6955074875207987,0.9508771929824561
Dropout,0.13100242614746094,0.6955074875207987,0.9473684210526315
Dropout,0.13151027262210846,0.697171381031614,0.9473684210526315
Dropout,0.13337403535842896,0.697171381031614,0.9438596491228071
Dropout,0.1340341567993164,0.6988352745424293,0.9438596491228071
Dropout,0.13540467619895935,0.7004991680532446,0.9438596491228071
Dropout,0.13567505776882172,0.7021630615640599,0.9438596491228071
Dropout,0.13616125285625458,0.7038269550748752,0.9438596491228071
Dropout,0.13762804865837097,0.7054908485856906,0.9438596491228071
Dropout,0.13810855150222778,0.7071547420965059,0.9438596491228071
Dropout,0.13941235840320587,0.7088186356073212,0.9438596491228071
Dropout,0.1401883363723755,0.7104825291181365,0.9438596491228071
Dropout,0.1404002457857132,0.7121464226289518,0.9438596491228071
Dropout,0.1422857940196991,0.7138103161397671,0.9438596491228071
Dropout,0.14251413941383362,0.7154742096505824,0.9438596491228071
Dropout,0.14262410998344421,0.7171381031613977,0.9438596491228071
Dropout,0.14397580921649933,0.718801996672213,0.9438596491228071
Dropout,0.1441829353570938,0.7204658901830283,0.9438596491228071
Dropout,0.1449126899242401,0.7221297836938436,0.9438596491228071
Dropout,0.14555145800113678,0.7237936772046589,0.9438596491228071
Dropout,0.1472877711057663,0.7254575707154742,0.9438596491228071
